tweet, time
@shanice_huziak Hey Shanice! We offer a range of faster shipping options during checkout ✨,Wed Apr 05 19:58:26 +0000 2017
@okayokane Hey! The formula is the same. Please DM us your order number if you'd like us to look into it :),Wed Apr 05 14:01:40 +0000 2017
RT @keileeee: @glossier BOY BROW IS REVOLUTIONARY ✨,Wed Apr 05 14:00:18 +0000 2017
@AmyACatton Hey Amy–we're so excited about expanding to the UK later this year. Stay tuned for more updates!,Wed Apr 05 13:58:01 +0000 2017
@laurenpileggi Hey Lauren–we're working on it 💕,Tue Apr 04 22:19:00 +0000 2017
@outglowyou Hey Crystal! The packaging carton is not recyclable.,Tue Apr 04 22:15:53 +0000 2017
👏👏👏 @AurelieGalvan https://t.co/CTbZ9gUe5U,Tue Apr 04 22:11:00 +0000 2017
U matte? https://t.co/cDuHbjxc3w,Tue Apr 04 22:06:58 +0000 2017
RT @IntoTheGloss: .@KarenElson_ on being happy about her age https://t.co/2o2gS76WWo https://t.co/6j0MhYTzcU,Tue Apr 04 20:13:47 +0000 2017
RT @eeeimaj: My thirteen yr old self wants the new @glossier lip gloss! Memories of those scented roll-on's come to mind 🤔😍,Tue Apr 04 17:41:17 +0000 2017
@egyptique You look good 💕,Tue Apr 04 17:40:49 +0000 2017
@_thisisrebecca yes! see you soon 👋,Tue Apr 04 17:38:46 +0000 2017
@EmilyWinsauer Hey Emily! Sunscreen is in the works :),Tue Apr 04 17:36:38 +0000 2017
@arcticlexi Not at this time! It's our dream to bring Glossier worldwide–stay tuned 💖,Tue Apr 04 17:31:30 +0000 2017
@keileeee Hey Kei! Can you DM us your order number and Glossier account email address? We'll track it down for you.,Tue Apr 04 17:28:39 +0000 2017
@julietminch Hey Juliet! DM us your order # for the Cloud Paint and we'll be happy to take care of you :),Tue Apr 04 17:26:50 +0000 2017
@virgoemb @anomalisas We're working on it! It's our dream to bring Glossier worldwide ✨,Tue Apr 04 17:23:05 +0000 2017
RT @IntoTheGloss: .@Glossier's lip gloss is back! https://t.co/5bPB7m1Efx,Tue Apr 04 15:43:17 +0000 2017
*The** shiniest; glossiest Lip Gloss is back and here to stay. Ooh yeah. ✨👄📲  https://t.co/AqA30zAKv6 https://t.co/SqCfj3kGqo,Tue Apr 04 13:24:08 +0000 2017
tomorrow. https://t.co/nEfk69U6sg,Mon Apr 03 22:11:47 +0000 2017
ICYMI: A livestream from this past weekend's LA pop-up: https://t.co/HIJMfDOA9V,Mon Apr 03 17:14:41 +0000 2017
@shivvygbeauty Hey! Email rep.program@glossier.com :),Mon Apr 03 15:15:59 +0000 2017
@Brigee5H Hey! Thanks for the DM and letting us know your package got to you :),Mon Apr 03 15:03:01 +0000 2017
@joanidelezen Sunscreen is in the works :),Sun Apr 02 15:34:01 +0000 2017
@inkslads Yes! Supers work best on clean skin; before moisturizer 👍,Sun Apr 02 15:31:54 +0000 2017
Tfw you wish you were Coconut Balm Dotcom. Pic via https://t.co/CZCXuRn2tE https://t.co/LT8sptVhXB,Sat Apr 01 13:52:16 +0000 2017
@kimberlyytam testing only!,Sat Apr 01 10:35:26 +0000 2017
@Swimzyy Hi Angel! Please DM us your order number and we'll look into it.,Fri Mar 31 20:50:20 +0000 2017
@bekahshamblin You can email rep.program@glossier.com  :),Fri Mar 31 20:18:57 +0000 2017
@ashlidelrey Sorry about that! Please DM your order number and we'll take care of you.,Fri Mar 31 18:47:43 +0000 2017
We're coming to LA this weekend! —&gt; https://t.co/6MWVbFHDKT https://t.co/fgce6wiMoi,Fri Mar 31 16:37:01 +0000 2017
@iHeartcaliocean Yes!,Fri Mar 31 15:54:17 +0000 2017
@sofiaaakaye Yes!,Fri Mar 31 14:07:07 +0000 2017
@MarwaFarag @swenson__C We're so sorry about that. The gTEAM will take care of this for you as soon as possible.,Fri Mar 31 14:06:27 +0000 2017
@alexjayy_ Here to help! DM us your order number and we'll take care of it ASAP.,Fri Mar 31 14:03:24 +0000 2017
@vivianvl It's our dream to bring Glossier worldwide–we'll keep you posted.,Fri Mar 31 14:01:58 +0000 2017
📌 https://t.co/QVVB92uFh8,Fri Mar 31 13:00:04 +0000 2017
Main squeeze 💦 rg @chrissstttiiine https://t.co/EaanY1WHat https://t.co/CS1i2yybK4,Thu Mar 30 23:34:02 +0000 2017
@isabeljacobsenn Sunscreen is in the works &lt;3,Thu Mar 30 22:14:17 +0000 2017
@onuh_dee Here to help! DM us your order number and we'll take care of it ASAP.,Thu Mar 30 22:11:01 +0000 2017
@versacejules We'll keep you updated :),Thu Mar 30 22:09:48 +0000 2017
@lovestone_child Anything's possible!,Thu Mar 30 22:09:14 +0000 2017
RT @IntoTheGloss: Oils to beat acne https://t.co/WWtmW50w35 https://t.co/ij5bjVveiL,Thu Mar 30 20:09:21 +0000 2017
LA! We're coming this weekend. Details—&gt; https://t.co/6MWVbFHDKT https://t.co/IsxJBjBAlB,Thu Mar 30 19:29:20 +0000 2017
@KatrinaCVilla Chino is currently pursuing a career in napping as a stay-at-home doggo 💕,Thu Mar 30 18:51:55 +0000 2017
@sarahndipitydoo Sorry about that! DM us your order number; and we'll help ASAP :),Thu Mar 30 15:28:32 +0000 2017
"Remember to never stop learning or looking for ways to grow. You are never done."—our creative director Helen Steed https://t.co/hxODriAYmo,Wed Mar 29 22:52:02 +0000 2017
When you love getting ready ✨ https://t.co/GCTdQ49Tui,Wed Mar 29 21:42:06 +0000 2017
@impezaza So sorry that happened! DM us your order number and we'll take care of it right away.,Wed Mar 29 21:15:06 +0000 2017
@hhogard no showroom; but we'll be visiting soon ;) https://t.co/aVDkYWqO48,Wed Mar 29 21:14:02 +0000 2017
@NeJahFerg We recommend using on cheeks only 💫,Wed Mar 29 20:27:36 +0000 2017
@satchhh Get better soon :),Wed Mar 29 18:04:52 +0000 2017
@byrdiebeauty so good!,Wed Mar 29 17:59:25 +0000 2017
@sofhoney both ;),Wed Mar 29 15:36:00 +0000 2017
@Em__Shd So sorry to hear that! DM us your order number and we'll send a replacement ASAP :),Wed Mar 29 14:32:53 +0000 2017
.@gigiringel wears Generation G sheer matte lipstick in Zip ❣️ https://t.co/aWZZK6vhDk https://t.co/MenoStoXhx,Wed Mar 29 13:24:01 +0000 2017
New florals in the showroom 😇 https://t.co/2SD3rNXhpT https://t.co/khlvVSL7Hs,Tue Mar 28 22:26:01 +0000 2017
@nikko314 Hey Nikko! We recommend using Cloud Paint on cheeks only ;),Tue Mar 28 18:00:41 +0000 2017
Phone feeling naked or in need of a new outfit? Download a ~free~ wallpaper 👗 https://t.co/8gDO2qdLbo,Tue Mar 28 16:52:44 +0000 2017
@byalexsanders Hey Alexandra! Sorry to see that–DM us your order number and we'll replace it for you ASAP.,Tue Mar 28 16:12:52 +0000 2017
@htsvzn It's possible ;),Tue Mar 28 16:11:43 +0000 2017
@urbandoll Hey! We're so sorry that happened. DM us your email address–we'll take care of it right away and send you a fresh order.,Tue Mar 28 16:09:28 +0000 2017
@Meelahh We're working on it–stay tuned :),Tue Mar 28 16:02:54 +0000 2017
RT @audreyhirschl: 👀 @glossier https://t.co/YcTYb9Nvsv,Tue Mar 28 14:31:50 +0000 2017
Nice brows. https://t.co/ZIpUwwEt6P https://t.co/TpAaVpO4a6,Tue Mar 28 14:31:44 +0000 2017
@hbicisabella into it!,Mon Mar 27 21:45:48 +0000 2017
#mcm https://t.co/lnXl0waHeG,Mon Mar 27 19:47:18 +0000 2017
@Giasaysthat Not at this moment–stay tuned 💫,Mon Mar 27 19:21:47 +0000 2017
@moonstoneruby Hey! If your aunt needs help with her order; please ask her to reach out to us via DM or gTEAM@glossier.com :),Mon Mar 27 18:02:08 +0000 2017
@gracereinhold Hey Grace! So sorry to hear that–DM us your order # and we'll assist you.,Mon Mar 27 17:56:09 +0000 2017
RT @missmeganjoy: Lots of ☔️ today; but at least there was @glossier ✨ https://t.co/f7DgCDQyyJ,Mon Mar 27 15:45:18 +0000 2017
RT @susygems: I ❤how glowy (as in healthy not greasy and glittery) @glossier is. I ❤ a brand that enhances my freckles &amp; crazy eyebrows w/o…,Mon Mar 27 15:45:08 +0000 2017
@Winederland Hey Tasha! DM us if you need any help :),Mon Mar 27 15:41:47 +0000 2017
@etcshlynbin We're working on it–we'll keep you posted :),Mon Mar 27 15:19:54 +0000 2017
🙋 https://t.co/PnXGOpH3PU,Mon Mar 27 12:01:01 +0000 2017
Sunday! Yeah! repost https://t.co/IXtuwVHIFO https://t.co/QdrQFxIzS1,Sun Mar 26 15:39:00 +0000 2017
Ready to go out! Chanel S/S 2012 https://t.co/QkgWvQcDHM,Sun Mar 26 00:40:01 +0000 2017
@lanadeathrey Oh no; so sorry about that! DM us your order # and we'll take care of it.,Sat Mar 25 20:28:53 +0000 2017
Good morning Portland!! We're here; come hang: https://t.co/VdbiCyTerm,Sat Mar 25 17:04:00 +0000 2017
How-to videos with our products; this way—&gt; https://t.co/3Ry2cxrKN3,Sat Mar 25 14:00:02 +0000 2017
Glossier is coming to Portland this weekend! Come hang with us + bring friends—&gt; https://t.co/NAaeVnLQHa,Fri Mar 24 22:00:01 +0000 2017
@saraghandour1 It's our dream to bring Glossier worldwide–we'll keep you posted.,Fri Mar 24 20:50:46 +0000 2017
Weekend tip: Put Moon Mask in the fridge. Put ice cream in the fridge. Wait 20 minutes. Put on your Moon Mask. Eat your ice cream. 💯,Fri Mar 24 19:44:54 +0000 2017
@brittanny Hey there! DM us your order number and we'll send you a fresh one.,Fri Mar 24 14:48:40 +0000 2017
@RachelCraves sunscreen is in the works :),Fri Mar 24 14:47:04 +0000 2017
@bellalaleclair DM us your order number and we'll take care of you.,Fri Mar 24 14:46:23 +0000 2017
Priming Moisturizer is the denim jacket you wear and layer with all year round. PM Rich is your sleeping bag coat. https://t.co/eR4cnTC6PY,Fri Mar 24 13:42:01 +0000 2017
.@1PhoebeJTonkin wears Cloud Paint in Haze and Generatio G lipstick in Jam. Looks amazing. https://t.co/uus6S87O77 https://t.co/NUvlGO0pql,Thu Mar 23 22:34:01 +0000 2017
For #nationalpuppyday; we're including a free puppy with every order 📦;;*just kidding. We’re working on it... ;📸… https://t.co/jLBAapi2gV,Thu Mar 23 21:40:40 +0000 2017
@Diiinnaa Hey there! DM us your order number and we'll track it down for you.,Thu Mar 23 20:36:42 +0000 2017
A story from @glossier's very own Senior Digital Designer https://t.co/yOJM9wGpC3,Thu Mar 23 17:10:12 +0000 2017
@DulceDanel DM us your order number and we'll send you a fresh replacement.,Thu Mar 23 14:45:26 +0000 2017
@sgiostrelli It's our dream to bring Glossier worldwide–we'll keep you posted.,Thu Mar 23 14:25:29 +0000 2017
Glossier is coming to Portland! One weekend only; details here—&gt; https://t.co/NAaeVo3s5K https://t.co/Ua9whZjARa,Thu Mar 23 12:05:01 +0000 2017
Build and layer Priming Moisturizer for optimal dew factor. https://t.co/4buPaWGsqX https://t.co/VGUP3Db4Z3,Wed Mar 22 22:23:00 +0000 2017
There's 🌊 no 🌊 such 🌊 thing 🌊 as 🌊 too 🌊 much 🌊 moisture 🌊,Wed Mar 22 21:19:39 +0000 2017
RT @thegabymedina: .@glossier's mint balm dot com on a cold windy day feels like a kiss from an angel on my sad; dry lips,Wed Mar 22 18:46:35 +0000 2017
@FlawedVivi of course! DM us your order number and we'll take care of the rest.,Wed Mar 22 13:44:32 +0000 2017
“I don’t use foundation; so for me my skincare is my foundation” Watch Violette's full #GRWM here: https://t.co/WQCV9jnyVB,Wed Mar 22 13:11:01 +0000 2017
Tag someone with https://t.co/ixcVfz1HrP,Wed Mar 22 01:00:03 +0000 2017
"The object for me when applying makeup is you should be able to see as much skin as possible." -@EmmaWatson,Tue Mar 21 21:45:10 +0000 2017
@frecklesandfunk Hey Cait! We're working on it–thanks for being patient :),Tue Mar 21 18:03:22 +0000 2017
@postergirl5 Hey there! DM us your order # and we'll replace it for you,Tue Mar 21 15:48:12 +0000 2017
RT @hannahmhixon: Okay; I'm obsessed with the @glossier Moon Mask. I'm convinced it's actual magic in a jar. ✨,Tue Mar 21 14:37:27 +0000 2017
@blissfulbee_ we're working on it :),Tue Mar 21 14:35:06 +0000 2017
@confused_dazed Hey Jacqueline–we're exclusively online at https://t.co/lJPHYSrKkl and our NYC showroom :),Tue Mar 21 14:30:35 +0000 2017
@bvivian Hey there! DM us your email address and we'll take care of you ASAP,Tue Mar 21 14:19:12 +0000 2017
Woah ✨ 👀 #glossierinthewild https://t.co/gdqLatEVL8,Tue Mar 21 13:00:02 +0000 2017
.@YaraShahidi wears Cloud Paint in Haze (on the apples of the cheeks) and Beam (blended on top) 😇 emilychengmakeup… https://t.co/mDs2NgzCfw,Mon Mar 20 23:03:00 +0000 2017
Happy first day of spring 💫 https://t.co/rzk7w946XG,Mon Mar 20 22:15:34 +0000 2017
Love seeing Cloud Paint in here! https://t.co/MpNsYbHLG0,Mon Mar 20 21:30:20 +0000 2017
RT @IntoTheGloss: The Top Shelf: Makeup artist; Fara Homidi https://t.co/xHX2TvbskJ https://t.co/sSrPTcIQR6,Mon Mar 20 20:27:37 +0000 2017
@theprimerachel Apply concealer after tint ;),Mon Mar 20 19:49:50 +0000 2017
Bonjour! New #getreadywithme feat. makeup artist @violette_fr &lt;3 watch + subscribe to us on Youtube here—&gt; https://t.co/q4WCTls24R #GRWM,Mon Mar 20 15:52:49 +0000 2017
@goth_whitlam We're working on it! Thanks for all your patience 💕,Mon Mar 20 14:45:24 +0000 2017
@AmyACatton It's our dream to bring Glossier worldwide–we'll keep you posted :),Mon Mar 20 14:44:36 +0000 2017
@EsteeLalonde We can't wait to see you 💖,Mon Mar 20 14:43:33 +0000 2017
RT @amandaporfidia: boy brow from @glossier is the best thing to ever happen to me I'm never using a pencil again,Mon Mar 20 14:27:32 +0000 2017
☂️ @benjaminpuckey. https://t.co/dEGtGduAg3 https://t.co/H0Pa2cYrMz,Sun Mar 19 15:15:13 +0000 2017
Slather on the Mega Greens Galaxy Pack 👽 It detoxifies pores while gently conditioning your skin in 20 minutes flat… https://t.co/dEf6XnvroY,Sat Mar 18 22:00:48 +0000 2017
@CocoBaudelle wears Cloud Paint in Haze. It makes you look just got out of Pilates and took a shot of chlorophyll 🌱… https://t.co/0UCJuEnCxg,Sat Mar 18 15:10:14 +0000 2017
#glossierinthewild (!) 🔎 If you see us tag us 💙 👋 Portland; Dallas; LA; and NYC ✨ https://t.co/ByG0dsK4LE,Sat Mar 18 01:30:21 +0000 2017
Clear eyes. Full brows. Can't lose. #FridayNightBrows,Fri Mar 17 22:28:32 +0000 2017
Good mail day 🙏📫 https://t.co/UdrqplZYgy https://t.co/RD666CxERx,Fri Mar 17 22:00:43 +0000 2017
@IshaGonzalez Hey Isha–we're so sorry that happened. We'll make sure to send you a fresh replacement ASAP.,Fri Mar 17 21:44:24 +0000 2017
@IshaGonzalez Hey; gTEAM is backed up with emails right now; but we will get to yours as fast as humanly possible.,Fri Mar 17 21:35:05 +0000 2017
@erin_gee Hey Erin! We sent you a DM–we're happy to look into it and take care of you ASAP,Fri Mar 17 19:35:32 +0000 2017
@kimdalrymple definitely–DM us and we'll give you some recommendations.,Fri Mar 17 18:52:29 +0000 2017
@achatinas we're working on it and we'll keep you posted!,Fri Mar 17 18:51:11 +0000 2017
@_ixlopez Hey there! DM us and we'll be happy to explain :),Fri Mar 17 18:48:25 +0000 2017
RT @madisenkuhn: in no particular order: my siblings; christopher; and milky jelly cleanser from @glossier are the best things to ever happ…,Fri Mar 17 14:58:13 +0000 2017
@LittleSTurner Send us a DM and we'll take it from there!,Fri Mar 17 14:56:59 +0000 2017
@molly_mcgregor sunscreen is in the works :),Fri Mar 17 14:53:11 +0000 2017
RT @Bosefina: Best way to sustain yourself in long roadmapping meetings is to be hydrated and moisturized w/ @glossier 💄💦,Thu Mar 16 19:13:27 +0000 2017
@sailingseastyle ☁️+🌴= ✨,Thu Mar 16 19:12:10 +0000 2017
@canelatrigueros Hey there! DM us your order # and we'll take care of it.,Thu Mar 16 18:38:28 +0000 2017
@migrantsoul Thanks for flagging to us!,Thu Mar 16 18:38:03 +0000 2017
@jackiecampbell_ Sorry to hear that! Please DM us your email address and we'll take care of you.,Thu Mar 16 18:24:19 +0000 2017
RT @CFashionista: She lives in Brooklyn; she works at @glossier and she's on this episode of #CFofficehours. Listen here: https://t.co/1Sz3…,Thu Mar 16 18:13:46 +0000 2017
Currently playing in the office 💕 https://t.co/x8M8Q8y1YT,Thu Mar 16 18:13:24 +0000 2017
@hkrpayumo Hey Hannah! DM us your order # and we'll help you out :),Thu Mar 16 14:48:49 +0000 2017
@chhhrissstineee Hey Christine–DM us your email address and we'll look into it.,Thu Mar 16 14:46:13 +0000 2017
@skorts_ Hey Megan! So sorry you're missing your balm. DM us your order number and we'll send one right away :),Thu Mar 16 14:45:32 +0000 2017
@beccadorman Apercu :),Thu Mar 16 14:44:44 +0000 2017
"I really see Glossier as the first beauty lifestyle brand."—@emilywweiss cc @violetgrey https://t.co/aolJvXJLsQ,Thu Mar 16 14:23:48 +0000 2017
sprout \ˈsprau̇t\ n. The perky little brow hairs closest to your nose.,Wed Mar 15 23:28:06 +0000 2017
@HeyHiHelloAshly DM us your email address and we'll check on you. Thanks so much for your patience.,Wed Mar 15 15:48:57 +0000 2017
@GladysEfron Hey Gladys! DM us your order # and we'll make sure you get the right one :),Wed Mar 15 15:46:14 +0000 2017
@romanrochelle Email rep.program@glossier.com ;),Wed Mar 15 15:44:16 +0000 2017
@BrittBrox Hey Brittany–DM us your order # and we'll send you a fresh replacement.,Wed Mar 15 15:42:14 +0000 2017
@80808O8 yes :),Wed Mar 15 15:41:04 +0000 2017
😀👋 @gtk77 https://t.co/iLaukyq3Ws,Wed Mar 15 13:30:45 +0000 2017
@katielentile Hey Katie! Please DM us your order number and we'll take care of you ✨,Tue Mar 14 22:17:56 +0000 2017
@VelissaVaughn Our showroom will be open tomorrow. For hours and more details check out https://t.co/mznLCRaO8l 💕,Tue Mar 14 22:16:54 +0000 2017
Yep; still winter.,Tue Mar 14 20:55:22 +0000 2017
@thirlby Mega Greens Galaxy Pack is gluten free. If you have sensitivities; check in with your dermatologist when changing up your routine ✨,Tue Mar 14 20:40:57 +0000 2017
Skin first. Blankets second. 🌨️,Tue Mar 14 20:33:07 +0000 2017
@hautealex It's our dream to bring Glossier worldwide—we'll keep you posted 💕,Tue Mar 14 20:31:15 +0000 2017
@HFHAVEN @IntoTheGloss Please DM us your order # and we'll track it for you,Tue Mar 14 20:27:12 +0000 2017
@janellehuelsman DM us and we'll help you check out!,Tue Mar 14 20:26:33 +0000 2017
@migrantsoul It depends on the look you're going for. Check out our product page on https://t.co/lJPHYSrKkl to see all four shades in action,Tue Mar 14 20:24:34 +0000 2017
@cantevenstev3ns Hey Arin! DM us your email address and we'll take care of you shortly ✨,Tue Mar 14 14:52:45 +0000 2017
@GlNNYBAEKER We're working on it—stay tuned 💕,Tue Mar 14 14:52:00 +0000 2017
RT @nananadinee: essentials ✨ @glossier https://t.co/w9fJ67BZMQ,Tue Mar 14 13:52:23 +0000 2017
@euntanilon It's our dream to bring Glossier worldwide—we'll keep you posted ✨,Tue Mar 14 13:51:59 +0000 2017
RT @messyroth: @glossier your priming moisturizer rich IS IN FACT rich!!! I am living a life of luxury rn ✨💎👄,Tue Mar 14 13:48:54 +0000 2017
@LittleSTurner DM us your order number—we'll take care of the cleanser replacement ;),Tue Mar 14 13:46:45 +0000 2017
@EmilyOsment Hey Emily! Our line-up includes both options. DM us your email so we can stay in touch 💕,Tue Mar 14 13:45:53 +0000 2017
@BrittanyJoiP Please DM us your order # and we'll help track your package.,Tue Mar 14 13:37:17 +0000 2017
@itslaurenkeely feel better soon 😘,Tue Mar 14 13:36:47 +0000 2017
@eercm It's our dream to bring Glossier worldwide—we'll keep you posted ✨,Tue Mar 14 13:36:13 +0000 2017
@realistrin DM us your order # and email address :),Tue Mar 14 13:35:29 +0000 2017
❄️😴 https://t.co/zdvuqVSQDQ,Tue Mar 14 13:35:11 +0000 2017
Hi there! The Glossier Showroom is closed today due to unsafe weather; but https://t.co/lJPHYSrKkl is open 24/7 :),Tue Mar 14 13:08:18 +0000 2017
Preparing for the NYC blizzard ❄️️ https://t.co/GiorUD6JnC,Mon Mar 13 22:42:01 +0000 2017
@eddielobato Check your DMs for more info!,Mon Mar 13 21:01:16 +0000 2017
@passionpeak Just DM'd you :),Mon Mar 13 20:56:37 +0000 2017
The Cloud Paint colors are inspired by the pinks and oranges and purples of the beautiful cloudy sunsets everyone i… https://t.co/OsQunnuZDx,Mon Mar 13 19:30:18 +0000 2017
@Jenozoic So sorry about that - DM us with your order number; we'll help out &lt;3,Mon Mar 13 17:38:41 +0000 2017
RT @aje1824: My mom just made her first @glossier purchase I'm so proud 💕💓💗💖💘💝,Mon Mar 13 13:06:49 +0000 2017
RT @alexandraeryn: So @glossier's Boy Brow has changed my life,Mon Mar 13 13:06:19 +0000 2017
RT @twittysuch: Spent 30 minutes playing with all of the @glossier goodies I got in the mail today and it was honestly so so fun.,Mon Mar 13 13:06:13 +0000 2017
@hutchlmaoche Please DM us your order number and we'll fix that ASAP!,Sun Mar 12 21:16:09 +0000 2017
@ashleylevines DM us with your email; and we'll take care of that right away &lt;3,Sun Mar 12 18:52:17 +0000 2017
@tatianaa DM us for more info!,Sun Mar 12 18:49:29 +0000 2017
@lizzielecaroz So sorry about that - DM us with your order number so we can help out :),Sun Mar 12 18:47:48 +0000 2017
.@DiarrhaXo wears Cloud Paint in Haze ☁️🍇 https://t.co/rAXPYyE5Vc https://t.co/sc4VPqcfxL,Sun Mar 12 15:00:52 +0000 2017
RT @IntoTheGloss: Maternal beauty tips from @Glossier’s favorite ladies; their moms https://t.co/sfhCDXkb6M https://t.co/emuBlwczQk,Sun Mar 12 00:16:31 +0000 2017
Staying in 🙋,Sun Mar 12 00:16:02 +0000 2017
@jessicaeversoll Yes! Just DM us your order number 👍,Sat Mar 11 22:46:43 +0000 2017
@ethansbasic Sorry about that - DM us your order number and we'll be in touch!,Sat Mar 11 22:36:56 +0000 2017
@tarjeishoe DM us with your email; and we can figure that out for you &lt;3,Sat Mar 11 22:31:57 +0000 2017
@whitneyfishman No; it shouldn't! DM us your order number and we'll take care of that ASAP :),Sat Mar 11 22:29:57 +0000 2017
@argowho No need to wait - Supers work best after cleansing; and before moisturizing 👌,Sat Mar 11 18:27:21 +0000 2017
@MyJuneBaby16 Not yet; but we're working on it &lt;3,Sat Mar 11 18:19:05 +0000 2017
@im_AutumnBreeze DM us for more info :),Sat Mar 11 17:48:22 +0000 2017
@thelaurenmoore So sorry that happened! DM us your order number so we can help out &lt;3,Sat Mar 11 17:47:11 +0000 2017
#catsofglossier "Iris wears cloud paint in beam"— https://t.co/yVdU6s5qKH ☁️ https://t.co/zhsM2yMiSR,Sat Mar 11 16:01:03 +0000 2017
RT @sofhoney: @glossier a true palette ☁️☁️☁️☁️ https://t.co/m3R1nR9gKE,Fri Mar 10 23:22:11 +0000 2017
@LaraMS Hey Lara—we're so sorry you had a less than smooth experience. Someone on our gTEAM just reached out to you.,Fri Mar 10 23:21:48 +0000 2017
💕 https://t.co/s5AK3WzYO7 https://t.co/Jmq8Qlngk7,Fri Mar 10 21:05:16 +0000 2017
RT @monique_farren: @glossier's cloud paint has me giving powder blushes the side eye like... https://t.co/5ADXZub0HH,Fri Mar 10 19:09:32 +0000 2017
@alygat Hey Alyssa! gTEAM is getting back to you shortly–thanks for all your paitence.,Fri Mar 10 19:09:26 +0000 2017
@notalcibiades DM us ;),Fri Mar 10 18:25:19 +0000 2017
@maggie2104 Hey Maggie–gTEAM will get back to you shortly today! Thanks for your patience :),Fri Mar 10 18:06:58 +0000 2017
RT @embethleb: @glossier's boy brow has forever changed my life and eyebrows for the better,Fri Mar 10 15:10:54 +0000 2017
@littlewing_p So sorry about that–can you please DM us your email address? We'll make sure to take care of you and send over the new balm.,Fri Mar 10 15:10:27 +0000 2017
RT @wardahimr: So I wear blush now because Cloud Paint; 10/10 @glossier,Fri Mar 10 15:07:53 +0000 2017
@kaitlynislate we're working on international shipping! stay tuned 💗,Fri Mar 10 15:07:23 +0000 2017
@fivehourhowl we recommend using on your cheeks only :),Fri Mar 10 15:06:42 +0000 2017
@theouai @chrissy_durette @oribe @T3Micro @plumescience 💗,Thu Mar 09 23:33:09 +0000 2017
Mekdes descended from heaven to be in the Cloud Paint campaign pics 🌩✨ (here wearing Dusk). https://t.co/dEGtGduAg3 https://t.co/rpVgb6cMgx,Thu Mar 09 23:00:24 +0000 2017
@heyellieday We're excited to meet you too 👋,Thu Mar 09 22:14:50 +0000 2017
RT @meltreshock: wow I love @glossier so deeply I've really been glowing lately  ✨✨,Thu Mar 09 20:52:00 +0000 2017
@alainasboukedes Hey Alaina–sunscreen is in the works :),Thu Mar 09 17:29:59 +0000 2017
@snugglycaI we're working on international shipping–stay tuned. Thanks for all your patience!,Thu Mar 09 17:21:39 +0000 2017
RT @WhitneyBonrud: Just got my first @glossier shipment... think I'm about to be a lifer.,Thu Mar 09 17:18:25 +0000 2017
☁️☁️☁️☁️ https://t.co/ADBuUJIxoo,Wed Mar 08 23:01:25 +0000 2017
RT @loragrl: @brittanylewwho falling into my @glossier addiction 💕 https://t.co/j3mHx6aWpM,Wed Mar 08 21:44:11 +0000 2017
@habblebabble90 Please DM us the order number and we'll take care of it.,Wed Mar 08 21:40:56 +0000 2017
Here; this is for you 🌹Thank you for building Glossier with us. https://t.co/Qw181canHu,Wed Mar 08 20:38:36 +0000 2017
@daniimaingot Hey Danielle–that's awful! We'll send a fresh replacement right away; just DM us the order number.,Wed Mar 08 17:35:05 +0000 2017
@katieorenstein Sorry that happened! Please DM us your order # (GLO) and we'll take care of you.,Wed Mar 08 17:34:10 +0000 2017
@ItsJanezero Happy to help–DM us if you need help checking out!,Wed Mar 08 16:54:15 +0000 2017
@bIackcommoner we curate and create posters for each campaign :),Wed Mar 08 16:53:33 +0000 2017
@natalieaja @EmilyWWeiss Hi Natalie–we can't wait to hear what you think of Cloud Paint. We're in this together 💗,Wed Mar 08 16:48:39 +0000 2017
@gwenpoolstan yep–we recommend going for tint and concealer in Dark :),Wed Mar 08 16:44:16 +0000 2017
@fourchordsong Please DM us order # and we'll look into it for you,Wed Mar 08 16:00:41 +0000 2017
@mrsGasky We're working on international shipping–stay tuned :),Wed Mar 08 15:58:54 +0000 2017
Mekdes wears Cloud Paint in Puff for a healthy; brightening effect. https://t.co/dEGtGduAg3 https://t.co/VVdrVwNsLY,Wed Mar 08 14:35:15 +0000 2017
☁️💕✨ https://t.co/dEGtGduAg3 https://t.co/5vR0ktOh9V,Tue Mar 07 23:00:14 +0000 2017
@missashleyjean absolutely :),Tue Mar 07 21:09:05 +0000 2017
“We don't make mistakes. We just have happy accidents.” -Bob Ross on painting,Tue Mar 07 19:59:59 +0000 2017
@LeBellaItzy You look good ;),Tue Mar 07 19:45:20 +0000 2017
RT @seulghi: What I love about @glossier: they take makeup products that can seem intimidating (blush; highlighter) &amp; make them fun; easy &amp;…,Tue Mar 07 17:05:11 +0000 2017
RT @gwynnotgwen: on any given day my face is like 90% @glossier,Tue Mar 07 15:41:22 +0000 2017
@EtheralCo we're working on international shipping–we'll keep you posted.,Tue Mar 07 15:40:03 +0000 2017
@beautymindedBE Hi Katia–we'll get back to you shortly today :),Tue Mar 07 15:39:05 +0000 2017
@failuremoon The formula is not vegan.,Tue Mar 07 15:38:02 +0000 2017
@satchhh You look good 💖,Tue Mar 07 15:36:23 +0000 2017
@yungxmoni Email rep.program@glossier.com :),Tue Mar 07 15:34:41 +0000 2017
RT @katrellmorillos: Just got my cloud paint in the mail...there's nothing I don't love from @glossier 😍🌈☁️✨,Tue Mar 07 15:31:11 +0000 2017
@anushka Hey Anushka–DM us your order # and we'll look into it.,Tue Mar 07 15:30:18 +0000 2017
