username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
;2015-04-21 08:05;0;0;"Go #glossiergirl @palomuh ! https:// twitter.com/i_D/status/590 511968450121728 …";;@palomuh;#glossiergirl;"590531787362799616";https://twitter.com/glossier/status/590531787362799616
;2015-04-12 06:58;1;8;"@karliekloss traveling in STYLE yesterday in her #glossier sweatshirt #glossiergirl https:// instagram.com/p/1YJ1QTnJIG/";;@karliekloss;#glossier #glossiergirl;"587253491099402240";https://twitter.com/EmilyWWeiss/status/587253491099402240
;2015-04-02 15:12;0;1;"Start em early. #glossier #glossiergirl https:// instagram.com/p/0_SX9InJGS/";;;#glossier #glossiergirl;"583753836667412481";https://twitter.com/EmilyWWeiss/status/583753836667412481
;2015-03-20 15:05;0;0;"@just_jotter @stacylondon Can't wait for you to become a #glossiergirl , C.K.—enjoy!";;@just_jotter @stacylondon;#glossiergirl;"579041128118366208";https://twitter.com/glossier/status/579041128118366208
;2015-03-17 12:11;0;0;"@rolyatetak You are officially a #glossiergirl . Can't wait to hear what you think.";;@rolyatetak;#glossiergirl;"577910053170200577";https://twitter.com/glossier/status/577910053170200577
;2015-03-17 11:00;0;0;"insta filter for your face seemed too good to be true, but damn. #glossiergirl for life.";;;#glossiergirl;"577892310815535104";https://twitter.com/jjdactyl/status/577892310815535104
;2015-03-17 09:50;0;1;"@annahyclak Thank you for being a #glossiergirl !";;@annahyclak;#glossiergirl;"577874565365411840";https://twitter.com/glossier/status/577874565365411840
;2015-03-16 14:46;0;1;"@kateritchie Welcome, Kate. You have officially become a #glossiergirl .";;@kateritchie;#glossiergirl;"577586807388377088";https://twitter.com/glossier/status/577586807388377088
;2015-02-13 06:32;0;0;"STUNNING #glossiergirl @sarahlovsmakeup highlighted on @intothegloss today. http:// intothegloss.com/2015/02/sarah- frank-sarah-loves-makeup/ …";;@sarahlovsmakeup @intothegloss;#glossiergirl;"566243464023908352";https://twitter.com/sbz/status/566243464023908352
;2014-10-26 08:18;0;0;"#glossiergirl in real life #seeingdouble @Bowery http:// instagram.com/p/untcxpvyaf/";;@Bowery;#glossiergirl #seeingdouble;"526392481261166592";https://twitter.com/glossier/status/526392481261166592
